Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Komives, Elizabeth A",CHEM 113 - Physical Chem/Biol Macromolec (A),SP13,37,13,92.30%,100.00%,8.5,A (4.00),A- (3.75)
"Walker, Ross Charles",CHEM 113 - Physical Chem/Biol Macromolec (A),SP13,37,13,92.30%,100.00%,5.83,A (4.00),A- (3.75)
"Joseph, Simpson",CHEM 114C - Biosynthesis of Macromolecules (A),SP13,337,133,93.00%,92.20%,6.09,B+ (3.51),C+ (2.45)
"Tezcan, Faik",CHEM 120A - Inorganic Chemistry I (A),SP13,179,72,91.50%,83.10%,6.65,B (3.28),C+ (2.61)
"Tezcan, Faik",CHEM 125 - Bioinorganic Chemistry (A),SP13,44,15,66.70%,73.30%,7.17,B- (2.86),C+ (2.52)
"Swift, Robert Vernon",CHEM 13 - Chemistry of Life (A),SP13,81,36,72.20%,94.40%,3.7,B (3.29),B+ (3.49)
"Galperin, Michael",CHEM 133 - Chemical Physics: Quantum Mech (A),SP13,102,33,42.40%,54.50%,9.63,B- (2.82),C+ (2.58)
"Albizati, Kim F.",CHEM 140A - Organic Chemistry I (A),SP13,336,123,91.90%,98.40%,7.05,B (3.07),B- (2.73)
"Molinski, Tadeusz",CHEM 140B - Organic Chemistry II (A),SP13,82,29,79.30%,24.10%,8.71,B (3.11),C (2.01)
"Whitesell, James K.",CHEM 140B - Organic Chemistry II (B),SP13,334,116,79.10%,38.30%,7.91,B (3.03),C+ (2.34)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),SP13,394,133,88.60%,95.50%,7.17,B (3.28),C+ (2.66)
"Ternansky, Robert J.",CHEM 140C - Organic Chemistry III (B),SP13,77,47,87.20%,100.00%,9.03,B (3.16),C+ (2.67)
"Tor, Yitzhak",CHEM 140CH - Honors Organic Chemistry (A),SP13,28,17,94.10%,94.10%,9.44,B+ (3.47),B+ (3.65)
"Weizman, Haim",CHEM 143A - Organic Chemistry Laboratory (A),SP13,438,149,87.70%,90.30%,7.02,B (3.30),B (3.05)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),SP13,120,53,81.10%,90.60%,6.77,B (3.14),B+ (3.49)
"Weizman, Haim",CHEM 143D - Molecular Design & Synthesis (A),SP13,16,4,100.00%,100.00%,11.17,B (3.00),N/A
"Hermann, Thomas",CHEM 157 - Natural Products Chemistry (A),SP13,73,21,81.00%,95.20%,6.12,B- (2.95),B- (2.74)
"Perrin, Charles L.",CHEM 158 - Applied Spectroscopy (A),SP13,21,10,80.00%,100.00%,6.3,B- (2.89),B (3.29)
"Baker, Timothy Stanley",CHEM 164 - Structural Biology of Viruses (A),SP13,37,17,88.20%,100.00%,4.75,B+ (3.50),B (3.15)
"AMARO, ROMMIE",CHEM 167 - Medicinal Chemistry (A),SP13,47,29,96.40%,100.00%,5.21,A- (3.73),B+ (3.32)
"Axson, Jessica Lynne",CHEM 173 - Atmospheric Chemistry (A),SP13,15,5,100.00%,100.00%,3.5,B (3.25),N/A
"Dickson, Andrew Gilmore",CHEM 174 - Chem Prin of Marine Systems (A),SP13,39,14,64.30%,71.40%,5.58,B+ (3.31),B- (2.73)
"Czworkowski, John",CHEM 188 - Capstone Sem in Science Eductn (A),SP13,13,4,100.00%,100.00%,5.17,A (4.00),N/A
"Brydges, Stacey",No CAPEs submitted,SP13,3,0,N/A,N/A,N/A,N/A,N/A
"Crowell, John E",CHEM 6A - General Chemistry I (A),SP13,177,53,56.60%,28.30%,6.23,C+ (2.67),C+ (2.37)
"Johnson, Christina A",CHEM 6B - General Chemistry II (A),SP13,306,108,84.80%,97.10%,7.67,B- (2.89),B- (2.71)
"Johnson, Christina A",CHEM 6B - General Chemistry II (B),SP13,350,120,89.80%,95.80%,7.01,B (3.00),B- (2.71)
"Hoeger, Carl",CHEM 6C - General Chemistry III (A),SP13,319,142,89.70%,89.00%,7.93,B (3.11),C+ (2.69)
"Hoeger, Carl",CHEM 6C - General Chemistry III (B),SP13,274,108,84.90%,60.40%,7.59,B (3.00),C+ (2.69)
"Ghosh, Gourisankar",CHEM 6C - General Chemistry III (C),SP13,242,88,83.70%,58.10%,4.62,B+ (3.35),B- (2.77)
"Bertram, Timothy",CHEM 6C - General Chemistry III (D),SP13,249,106,97.10%,96.20%,6.5,B (3.24),C+ (2.66)
"Kubiak, Clifford Paul",CHEM 6CH - Honors General Chemistry III (A),SP13,56,26,80.80%,88.50%,7.12,B+ (3.32),B (3.15)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),SP13,271,102,91.00%,88.00%,6.07,B+ (3.41),B- (2.90)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),SP13,274,95,79.60%,82.80%,6.37,B+ (3.33),B- (2.90)
"Tukey, Robert H",CHEM 92 - Undergrad Pharmacology Seminar (A),SP13,182,56,94.40%,94.40%,0.95,A (4.00),N/A
"Czworkowski, John",CHEM 96 - Introductn to Teaching Science (A),SP13,11,4,100.00%,100.00%,2.5,A- (3.75),N/A
"Williams, Renee T",CHEM 100A - Analytical Chemistry Lab (A),WI13,108,62,49.20%,28.80%,8.64,B (3.08),B- (2.78)
"Huang, Xuemei",CHEM 100B - Instrumental Analysis (A),WI13,23,9,88.90%,66.70%,3.83,C+ (2.67),B (3.26)
"Mrse, Anthony Adrian",CHEM 100B - Instrumental Analysis (A),WI13,23,9,100.00%,77.80%,4.28,C+ (2.67),B (3.26)
"Pomeroy, Robert S.",CHEM 100BL - Instrumental Analysis Lab (A),WI13,22,8,100.00%,87.50%,8.25,B (3.00),B (3.28)
"Kim, Judy E.",CHEM 105A - Physical Chemistry Laboratory (A),WI13,69,42,61.00%,90.20%,7.1,B (3.24),B- (2.86)
"Kim, Judy E.",CHEM 105B - Physical Chemistry Laboratory (B),WI13,4,3,100.00%,100.00%,5.83,C+ (2.33),N/A
"Johnson, Christina A",CHEM 109 - Recombinant DNA Laboratory (A),WI13,50,33,90.90%,100.00%,8.14,B (3.28),B+ (3.40)
"Johnson, Christina A",CHEM 109 - Recombinant DNA Laboratory (B),WI13,44,21,95.20%,95.20%,9.26,B (3.25),B+ (3.40)
"Toor, Navtej",CHEM 114A - Biochemical Structure&Function (A),WI13,132,63,86.40%,88.10%,6.68,B+ (3.36),B- (2.92)
"Komives, Elizabeth A",CHEM 114B - Biochem Energetics&Metabolism (A),WI13,337,168,76.60%,80.20%,8.09,B (3.26),B (3.15)
"Devaraj, Neal Krishna",CHEM 116 - Enzyme Catalyzed Reactions (A),WI13,25,13,76.90%,92.30%,5.88,B+ (3.38),B (3.21)
"Dorrestein, Pieter",CHEM 116 - Enzyme Catalyzed Reactions (A),WI13,25,14,71.40%,78.60%,7.36,B+ (3.43),B (3.21)
"Tukey, Robert H",CHEM 118 - Pharmacology and Toxicology (A),WI13,178,83,90.20%,80.50%,5.25,B- (2.99),B- (2.86)
"Lennox, Joseph",CHEM 12 - Molecules and Reactions (A),WI13,152,92,44.60%,59.80%,5.23,B (3.05),B (3.17)
"Rheingold, Arnold L",CHEM 120B - Inorganic Chemistry II (A),WI13,79,40,75.70%,64.90%,6.72,B (3.19),B- (2.78)
"Sailor, Michael Joseph",CHEM 123 - Advanced Inorganic Chem Lab (A),WI13,10,3,100.00%,66.70%,8.5,B+ (3.33),N/A
"Tauber, Michael",CHEM 127 - Physical Chem: Thermodynamics (A),WI13,308,178,61.80%,68.50%,7.8,B- (2.92),C+ (2.65)
"Galperin, Michael",CHEM 132 - Chem Physics: Stat Thermo II (A),WI13,92,45,84.10%,79.50%,8.31,B- (2.95),C+ (2.61)
"Whitesell, James K.",CHEM 140A - Organic Chemistry I (A),WI13,198,85,80.80%,52.60%,7.88,B (3.09),C (2.08)
"Bertrand, Guy",CHEM 140A - Organic Chemistry I (B),WI13,328,148,88.70%,93.70%,6.16,B (3.23),B- (2.74)
"Guerrero, Carlos Ariel",CHEM 140B - Organic Chemistry II (A),WI13,241,119,79.30%,69.80%,8.85,B- (2.97),C+ (2.60)
"Hoeger, Carl",CHEM 140B - Organic Chemistry II (B),WI13,234,124,78.30%,86.70%,9.58,B- (2.98),B- (2.87)
"Whitesell, James K.",CHEM 140B - Organic Chemistry II (C),WI13,209,84,69.90%,42.20%,7.47,B- (2.86),C+ (2.35)
"Weizman, Haim",CHEM 140BH - Honors Organic Chemistry (A),WI13,62,42,83.30%,90.50%,7.23,B+ (3.50),A- (3.80)
"Jennings, Patricia A.",CHEM 140C - Organic Chemistry III (A),WI13,248,90,77.80%,47.80%,7.24,B (3.19),B (3.07)
"Ternansky, Robert J.",CHEM 143A - Organic Chemistry Laboratory (A),WI13,398,213,86.80%,87.30%,7,B (3.23),B (3.10)
"Albizati, Kim F.",CHEM 143AH - Honors Organic Chemistry Lab (A),WI13,60,40,90.00%,97.50%,9.01,B+ (3.67),B+ (3.39)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),WI13,124,74,87.80%,91.90%,6.11,B (3.13),B+ (3.49)
"Nicolaou, Kyriacos C",CHEM 151 - Molecules That Changed World (A),WI13,53,21,90.50%,85.70%,4.1,B+ (3.65),A- (3.79)
"Gianneschi, Nathan",CHEM 156 - Struct&Properties/Organc Molec (A),WI13,17,8,75.00%,37.50%,5.07,B- (2.83),N/A
"Baker, Timothy Stanley",CHEM 165 - 3D Elctron Microscopy/Macromol (A),WI13,21,10,80.00%,90.00%,6.3,B (3.11),B- (2.97)
"Viadiu, Hector",CHEM 165 - 3D Elctron Microscopy/Macromol (A),WI13,21,10,70.00%,90.00%,6.5,B (3.11),B- (2.97)
"Devaraj, Neal Krishna",CHEM 168 - Drug Synthesis and Design (A),WI13,20,10,100.00%,100.00%,4.7,A- (3.89),B+ (3.39)
"Pomeroy, Robert S.",CHEM 172 - Environmental Chemistry II (A),WI13,57,24,100.00%,100.00%,5.83,B+ (3.30),B- (2.74)
"Czworkowski, John",CHEM 187 - Foundn of Teach&Learn Science (B),WI13,8,5,100.00%,100.00%,3.3,A- (3.80),N/A
"Newsam, John",CHEM 192 - Sr Seminar in Chem & Biochem (A),WI13,6,5,100.00%,100.00%,2.1,A (4.00),N/A
"Brydges, Stacey",No CAPEs submitted,WI13,4,0,N/A,N/A,N/A,N/A,N/A
"Sinha, Amitabha",CHEM 6A - General Chemistry I (A),WI13,264,125,83.60%,54.10%,6.87,B- (2.71),C+ (2.37)
"Johnson, Christina A",CHEM 6A - General Chemistry I (B),WI13,361,188,93.90%,97.20%,7.28,B (3.02),B- (2.85)
"Trogler, William C",CHEM 6A - General Chemistry I (C),WI13,248,108,92.20%,85.40%,5.98,B+ (3.34),B- (2.92)
"Muller, Ulrich K.",CHEM 6B - General Chemistry II (A),WI13,358,205,92.00%,93.00%,5.37,B+ (3.47),B (3.25)
"Hoeger, Carl",CHEM 6B - General Chemistry II (B),WI13,352,171,88.00%,83.80%,8.09,B (3.02),B- (2.79)
"Crowell, John E",CHEM 6B - General Chemistry II (C),WI13,329,141,86.20%,55.80%,6.52,B+ (3.32),B- (2.88)
"Kummel, Andrew C",CHEM 6B - General Chemistry II (E),WI13,319,138,85.00%,83.50%,7.5,B- (2.94),C+ (2.64)
"Paesani, Francesco",CHEM 6BH - Honors General Chemistry II (A),WI13,79,54,87.00%,98.10%,7.65,B+ (3.46),B (3.23)
"Ghosh, Partho",CHEM 6C - General Chemistry III (A),WI13,258,131,89.80%,87.50%,5.78,B+ (3.35),C+ (2.64)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),WI13,254,117,84.20%,86.80%,7.05,B+ (3.31),B- (2.94)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),WI13,260,120,89.10%,88.20%,5.9,B (3.30),B- (2.94)
"Czworkowski, John",CHEM 96 - Introductn to Teaching Science (A),WI13,10,4,75.00%,100.00%,3.5,B+ (3.50),N/A
"Pomeroy, Robert S.",CHEM 100A - Analytical Chemistry Lab (A),FA12,91,44,71.40%,83.30%,7.64,B (3.15),B (3.15)
"Pomeroy, Robert S.",CHEM 100B - Fundamentls/Instrumentl Analys (A),FA12,24,11,90.00%,90.00%,6.1,B (3.20),B- (2.86)
"Pomeroy, Robert S.",CHEM 100BL - Instrumental Analysis Lab (A),FA12,23,8,87.50%,87.50%,7.25,B+ (3.50),B (3.20)
"Tauber, Michael",CHEM 105A - Physical Chemistry Laboratory (B),FA12,29,19,77.80%,88.90%,8.39,B (3.06),B- (2.90)
"Tauber, Michael",CHEM 105B - Physical Chemistry Laboratory (A),FA12,5,4,100.00%,100.00%,7.5,B (3.25),N/A
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (A),FA12,32,14,100.00%,100.00%,8.07,B+ (3.36),B (3.06)
"Hamaoka, Brent Y",CHEM 108 - Protein Biochemistry Lab (B),FA12,46,28,80.80%,92.30%,8.25,B+ (3.40),B (3.06)
"Brydges, Stacey",CHEM 11 - The Periodic Table (A),FA12,159,81,88.20%,94.70%,4.5,B+ (3.36),B+ (3.36)
"Brydges, Stacey",CHEM 11 - The Periodic Table (B),FA12,146,81,97.20%,97.20%,5.4,B+ (3.48),B+ (3.36)
"Viadiu, Hector",CHEM 114A - Biochemical Structure&Function (A),FA12,350,187,92.60%,88.00%,6.49,B+ (3.49),C+ (2.61)
"Figueroa, Joshua",CHEM 120A - Inorganic Chemistry I (A),FA12,182,85,70.90%,84.80%,7.77,B (3.16),B- (2.72)
"Kim, Judy E.",CHEM 126 - Physical Chem: Quantum Mech (A),FA12,301,239,78.60%,92.00%,8.06,B (3.16),C+ (2.61)
"Paesani, Francesco",CHEM 131 - Physical Chemistry (A),FA12,139,67,81.30%,92.20%,8.08,B- (2.97),C+ (2.58)
"Ternansky, Robert J.",CHEM 140A - Organic Chemistry I (A),FA12,244,146,90.10%,85.80%,9.95,B (3.02),B- (2.72)
"Oconnor, Joseph M.",CHEM 140A - Organic Chemistry I (B),FA12,318,145,93.00%,89.10%,9.73,B (3.26),B- (2.74)
"Perrin, Charles L.",CHEM 140A - Organic Chemistry I (C),FA12,320,144,77.40%,88.00%,8.39,B- (2.96),C+ (2.59)
"Opella, Stanley J",CHEM 140A - Organic Chemistry I (D),FA12,61,30,89.30%,75.00%,7.07,B+ (3.64),C+ (2.58)
"Theodorakis, Emmanouil",CHEM 140B - Organic Chemistry II (A),FA12,293,108,77.20%,86.10%,7.69,B- (2.84),C+ (2.68)
"Hermann, Thomas",CHEM 140C - Organic Chemistry III (A),FA12,297,211,86.00%,87.90%,7.24,B (3.24),B (3.01)
"Weizman, Haim",CHEM 143A - Organic Chemistry Laboratory (A),FA12,439,177,85.30%,94.10%,6.86,B+ (3.32),B (3.03)
"Albizati, Kim F.",CHEM 143AH - Honors Organic Chemistry Lab (A),FA12,68,34,87.90%,93.90%,7.41,B+ (3.56),B+ (3.41)
"Ternansky, Robert J.",CHEM 143C - Organic Chemistry Laboratory (A),FA12,86,62,87.70%,93.00%,7.37,B (3.20),B+ (3.40)
"Guerrero, Carlos Ariel",CHEM 152 - Synthetic Methods/Organic Chem (A),FA12,35,9,66.70%,77.80%,5.61,B (3.00),B+ (3.40)
"Theodorakis, Emmanouil",CHEM 152 - Synthetic Methods/Organic Chem (A),FA12,35,9,88.90%,88.90%,5.39,B (3.11),B+ (3.40)
"Tor, Yitzhak",CHEM 154 - Mechanisms/Organic Reactions (A),FA12,65,29,80.80%,88.50%,7.5,B (3.04),B+ (3.36)
"Bertram, Timothy",CHEM 171 - Environmental Chemistry I (A),FA12,93,45,90.50%,88.10%,5.36,B (3.22),B- (2.93)
"AMARO, ROMMIE",CHEM 185 - Intro/Computational Chemistry (A),FA12,4,4,100.00%,100.00%,7,A- (3.75),N/A
"Hoeger, Carl",CHEM 4 - Basic Chemistry (A),FA12,318,185,91.10%,86.90%,6.74,B- (2.75),B (3.04)
"Hoeger, Carl",CHEM 6A - General Chemistry I (A),FA12,427,235,90.60%,90.60%,7.48,B (3.15),B- (2.87)
"Czworkowski, John",CHEM 6A - General Chemistry I (B),FA12,367,186,91.10%,70.80%,6.22,B (3.25),C+ (2.68)
"Czworkowski, John",CHEM 6A - General Chemistry I (C),FA12,376,191,90.60%,78.80%,6.13,B (3.10),C+ (2.68)
"Crowell, John E",CHEM 6A - General Chemistry I (D),FA12,390,197,73.70%,36.80%,7.88,B- (2.85),C+ (2.67)
"Crowell, John E",CHEM 6A - General Chemistry I (E),FA12,393,212,81.60%,37.40%,7.22,B- (2.97),C+ (2.67)
"Weare, John H.",CHEM 6AH - Honors General Chemistry I (A),FA12,161,98,52.80%,31.50%,8.43,B+ (3.34),B+ (3.39)
"Albizati, Kim F.",CHEM 6B - General Chemistry II (A),FA12,321,163,93.10%,93.80%,7.47,B (3.14),B- (2.74)
"Johnson, Christina A",CHEM 6C - General Chemistry III (A),FA12,157,68,85.90%,96.90%,7.15,B (3.00),B- (2.75)
"Johnson, Christina A",CHEM 6C - General Chemistry III (B),FA12,187,84,92.60%,100.00%,8.6,B (3.05),B- (2.75)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),FA12,264,110,84.50%,86.40%,6.13,B (3.30),B- (2.90)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),FA12,271,132,87.80%,90.20%,6.47,B+ (3.40),B- (2.90)
"Weizman, Haim",CHEM 87 - Freshman Seminar (A),FA12,20,11,88.90%,100.00%,0.5,A (4.00),N/A
"Czworkowski, John",CHEM 87 - Freshman Seminar (B),FA12,12,11,100.00%,100.00%,0.94,N/A,N/A
"Pickham, Kathleen M",CHEM 108 - Protein Biochemistry Lab (A),S212,29,15,60.00%,73.30%,15.83,B+ (3.50),B- (2.99)
"Fusco, Amanda J.",CHEM 114A - Biochemical Structure&Function (A),S212,100,33,97.00%,100.00%,8.8,A- (3.73),B- (2.98)
"Albizati, Kim F.",CHEM 140A - Organic Chemistry I (A),S212,119,32,96.90%,100.00%,10.38,B+ (3.50),C+ (2.64)
"Oconnor, Joseph M.",CHEM 140B - Organic Chemistry II (A),S212,176,24,79.20%,95.70%,13.08,B (3.13),C+ (2.52)
"Ternansky, Robert J.",CHEM 140C - Organic Chemistry III (A),S212,62,29,86.20%,86.20%,13.26,B- (2.89),B- (2.71)
"Johnson, Christina A",CHEM 6B - General Chemistry II (A),S212,69,16,73.30%,93.30%,11.7,B+ (3.33),B- (2.74)
"Johnson, Christina A",CHEM 6C - General Chemistry III (A),S212,96,25,96.00%,92.00%,9.86,B (3.00),B- (2.81)
"Pomeroy, Robert S.",CHEM 100A - Analytical Chemistry Lab (A),S112,43,11,72.70%,90.90%,10.14,A- (3.73),B+ (3.48)
"Brydges, Stacey",CHEM 11 - The Periodic Table (A),S112,19,9,100.00%,100.00%,8.06,B+ (3.67),N/A
"Albizati, Kim F.",CHEM 140A - Organic Chemistry I (A),S112,137,35,88.20%,97.10%,11.36,B (3.19),N/A
"Oconnor, Joseph M.",CHEM 140A - Organic Chemistry I (A),S112,137,35,88.20%,97.10%,11.36,B (3.19),C+ (2.61)
"Weizman, Haim",CHEM 140B - Organic Chemistry II (A),S112,166,43,86.00%,97.60%,10.41,B (3.00),B (3.04)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),S112,221,69,86.60%,100.00%,11.26,B (3.27),B- (2.73)
"Weizman, Haim",CHEM 143A - Organic Chemistry Laboratory (A),S112,90,25,84.00%,92.00%,12.26,B+ (3.68),B- (2.99)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (A),S112,45,36,88.90%,86.10%,9.44,B (3.09),B+ (3.51)
"Hoeger, Carl",CHEM 6A - General Chemistry I (A),S112,88,24,91.70%,91.70%,10,B+ (3.52),B- (2.86)
"Pomeroy, Robert S.",CHEM 6B - General Chemistry II (B),S112,59,16,87.50%,93.80%,9.63,B- (2.80),C+ (2.52)
"Hoeger, Carl",CHEM 6C - General Chemistry III (A),S112,90,24,83.30%,87.50%,10.67,B+ (3.50),B- (2.89)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),S112,185,72,73.60%,79.20%,11.03,B (3.25),B- (2.90)
"Limtiaco, John Francis Kup",CHEM 100A - Analytical Chemistry Lab (A),SP12,129,62,77.40%,83.90%,7.32,B+ (3.56),B (3.24)
"Pomeroy, Robert S.",CHEM 100B - Fundamentls/Instrumentl Analys (A),SP12,24,9,100.00%,88.90%,9.17,B (3.00),B- (2.76)
"Pomeroy, Robert S.",CHEM 100BL - Instrumental Analysis Lab (A),SP12,24,9,88.90%,88.90%,8.28,B+ (3.33),B (3.04)
"Magde, Douglas",CHEM 105A - Physical Chemistry Laboratory (A),SP12,80,29,75.90%,96.60%,9.71,B+ (3.33),B (3.17)
"Magde, Douglas",CHEM 105B - Physical Chemistry Laboratory (A),SP12,7,3,100.00%,100.00%,10.5,B+ (3.33),N/A
"Johnson, Christina A",CHEM 109 - Recombinant DNA Laboratory (A),SP12,40,10,90.00%,100.00%,6.5,B+ (3.50),B+ (3.35)
"Johnson, Christina A",CHEM 109 - Recombinant DNA Laboratory (B),SP12,39,17,94.10%,100.00%,7.21,B (3.24),B+ (3.35)
"Rubinshtein, Mark",CHEM 11 - The Periodic Table (A),SP12,151,50,93.90%,89.80%,4.63,B (3.24),B (3.12)
"Joseph, Simpson",CHEM 114C - Biosynthesis of Macromolecules (A),SP12,299,116,93.10%,88.80%,6.68,B+ (3.48),B- (2.91)
"Tukey, Robert H",CHEM 118 - Pharmacology and Toxicology (A),SP12,155,64,98.40%,95.20%,6.44,B+ (3.49),B- (2.83)
"Cohen, Seth M",CHEM 120A - Inorganic Chemistry I (A),SP12,196,94,77.70%,61.70%,7.12,B- (2.90),C+ (2.50)
"Cohen, Seth M",CHEM 125 - Bioinorganic Chemistry (A),SP12,26,11,90.90%,90.90%,5.41,B+ (3.50),B- (2.88)
"Tezcan, Faik",CHEM 125 - Bioinorganic Chemistry (A),SP12,26,10,90.00%,60.00%,5.5,B+ (3.50),B- (2.88)
"Hoeger, Carl",CHEM 13 - Chemistry of Life (A),SP12,137,51,64.70%,84.00%,5.64,B (3.09),B (3.10)
"Galperin, Michael",CHEM 132 - Physical Chemistry (A),SP12,96,28,75.00%,82.10%,7.5,B (3.26),C+ (2.51)
"Sinha, Amitabha",CHEM 135 - Molecular Spectroscopy (A),SP12,5,3,100.00%,100.00%,7.17,A (4.00),N/A
"Yang, Jerry",CHEM 140A - Organic Chemistry I (A),SP12,227,65,85.70%,79.40%,9.26,B- (2.92),C+ (2.57)
"Whitesell, James K.",CHEM 140B - Organic Chemistry II (A),SP12,158,50,85.70%,53.10%,8.74,B+ (3.35),C (2.10)
"Whitesell, James K.",CHEM 140B - Organic Chemistry II (B),SP12,359,115,75.20%,53.10%,7.13,B (3.11),C (2.10)
"Albizati, Kim F.",CHEM 140C - Organic Chemistry III (A),SP12,410,161,84.40%,98.10%,8.13,B (3.25),C+ (2.68)
"Ternansky, Robert J.",CHEM 140C - Organic Chemistry III (B),SP12,315,243,83.90%,88.00%,9.58,B (3.02),B- (2.71)
"Weizman, Haim",CHEM 140CH - Honors Organic Chemistry (A),SP12,59,34,91.20%,97.10%,6.56,B+ (3.59),A- (3.80)
"Weizman, Haim",CHEM 143A - Organic Chemistry Laboratory (A),SP12,441,172,86.50%,91.90%,8.3,B (3.21),B- (2.99)
"Ternansky, Robert J.",CHEM 143B - Organic Chemistry Laboratory (B),SP12,121,70,91.40%,92.90%,6.9,B (3.19),B+ (3.31)
"Burkart, Michael D",CHEM 157 - Natural Products Chemistry (A),SP12,66,21,90.50%,100.00%,5.93,B (3.25),B+ (3.40)
"Molinski, Tadeusz",CHEM 158 - Applied Spectroscopy (A),SP12,10,3,100.00%,100.00%,9.17,B (3.00),N/A
"Prather, Kimberly A",CHEM 173 - Atmospheric Chemistry (A),SP12,7,3,100.00%,66.70%,3.17,B (3.00),N/A
"Dickson, Andrew Gilmore",CHEM 174 - Chem Prin of Marine Systems (A),SP12,35,12,66.70%,72.70%,5,B+ (3.33),B- (2.88)
"Dickson, Andrew Gilmore",CHEM 174 - Chem Prin of Marine Systems (A),SP12,15,5,100.00%,80.00%,2.5,B (3.00),B- (2.88)
"Paesani, Francesco",CHEM 185 - Intro/Computational Chemistry (A),SP12,7,5,100.00%,100.00%,8.1,B (3.25),N/A
"Czworkowski, John",CHEM 188 - Capstone Sem in Science Eductn (A),SP12,8,2,100.00%,100.00%,5.5,B+ (3.50),N/A
"Tezcan, Faik",CHEM 6A - General Chemistry I (A),SP12,178,114,80.00%,88.20%,7.26,B- (2.93),C+ (2.38)
"Crowell, John E",CHEM 6B - General Chemistry II (A),SP12,251,96,82.60%,67.40%,7.53,B- (2.82),C+ (2.31)
"Johnson, Christina A",CHEM 6B - General Chemistry II (B),SP12,311,151,86.10%,94.00%,8.63,B (3.01),B- (2.83)
"Hoeger, Carl",CHEM 6C - General Chemistry III (A),SP12,299,129,88.30%,87.50%,7.61,B (3.03),B- (2.95)
"Brydges, Stacey",CHEM 6C - General Chemistry III (B),SP12,305,150,89.70%,96.60%,7.04,B+ (3.43),B (3.03)
"Ghosh, Gourisankar",CHEM 6C - General Chemistry III (C),SP12,60,28,71.40%,53.60%,5.71,B (3.30),C+ (2.58)
"Bertram, Timothy",CHEM 6C - General Chemistry III (D),SP12,254,135,87.90%,83.80%,6.82,B (3.08),C+ (2.58)
"Kubiak, Clifford Paul",CHEM 6CH - Honors General Chemistry III (A),SP12,75,34,79.40%,88.20%,7.79,B+ (3.61),B+ (3.34)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (A),SP12,263,114,73.00%,79.30%,7.63,B (3.17),B- (2.76)
"Berniolles, Sandrine",CHEM 7L - General Chemistry Laboratory (B),SP12,275,101,85.00%,82.00%,6.72,B (3.22),B- (2.76)
"Brydges, Stacey",CHEM 87 - Freshman Seminar (A),SP12,18,9,100.00%,100.00%,1.61,N/A,N/A
"Tukey, Robert H",CHEM 92 - Undergrad Pharmacology Seminar (A),SP12,188,92,92.30%,94.50%,1.31,A- (3.91),N/A
"Czworkowski, John",CHEM 96 - Introductn to Teaching Science (A),SP12,5,2,100.00%,100.00%,3.5,A (4.00),N/A
"Czworkowski, John",CHEM 96 - Introductn to Teaching Science (A),SP12,10,5,80.00%,100.00%,2.5,B+ (3.40),N/A
"Limtiaco, John Francis Kup",CHEM 100A - Analytical Chemistry Lab (A),WI12,125,73,58.90%,60.30%,8.88,B+ (3.34),B (3.16)
"Prather, Kimberly A",CHEM 100B - Fundamentls/Instrumentl Analys (A),WI12,20,10,90.00%,90.00%,7.3,B- (2.70),C (2.21)
"Pomeroy, Robert S.",CHEM 100BL - Instrumental Analysis Lab (A),WI12,16,8,100.00%,100.00%,7.75,B (3.00),N/A
"Tauber, Michael",CHEM 105A - Physical Chemistry Laboratory (A),WI12,47,24,52.20%,82.60%,8.33,B (3.14),B- (2.76)
"Tauber, Michael",CHEM 105B - Physical Chemistry Laboratory (A),WI12,4,2,100.00%,100.00%,13.5,B+ (3.50),N/A
"Pickham, Kathleen M",CHEM 108 - Protein Biochemistry Lab (A),WI12,33,15,86.70%,93.30%,8.9,B+ (3.50),B (3.06)
"Pickham, Kathleen M",CHEM 108 - Protein Biochemistry Lab (B),WI12,32,15,93.30%,86.70%,6.77,B (3.20),B (3.06)
"Toor, Navtej",CHEM 114A - Biochemical Structure&Function (A),WI12,140,69,88.20%,85.10%,7.78,B+ (3.45),C+ (2.64)
"Wang, Wei",CHEM 114B - Biochem Energetics&Metabolism (A),WI12,305,159,83.20%,58.10%,7.91,B+ (3.35),B- (2.76)
"Nakagawa, Terunaga",CHEM 12 - Molecules and Reactions (A),WI12,191,81,49.40%,39.70%,5.46,B (3.00),B+ (3.56)
